nationality,position,overall,age,hits,potential,team,class
136,22,67,23,0,78,109,1
77,7,67,23,2,74,239,1
77,115,67,24,0,72,388,1
154,142,67,24,0,73,61,1
94,22,67,20,0,78,266,1
52,101,67,20,2,81,381,1
56,50,67,19,12,84,2,1
52,22,67,19,5,84,97,1
4,231,67,20,3,79,686,1
41,7,67,25,0,72,584,1
117,48,67,24,0,73,168,1
83,46,67,24,0,74,678,1
136,177,67,20,1,79,320,1
15,7,67,22,0,73,507,1
136,222,67,21,2,81,527,1
136,151,67,24,1,73,238,1
136,225,67,19,3,81,529,1
57,231,67,21,2,78,275,1
29,7,67,23,0,77,374,1
17,187,67,22,0,74,576,1
136,148,67,21,2,79,512,1
44,50,67,23,0,75,562,1
109,38,67,20,1,81,191,1
26,38,67,21,3,75,661,1
121,7,67,19,1,79,694,1
74,7,67,26,0,73,420,1
136,7,67,24,1,76,656,1
82,39,67,23,0,75,660,1
97,180,67,21,0,79,177,1
136,7,67,21,8,81,515,1
52,84,67,20,10,82,270,1
56,62,67,21,3,77,58,1
62,91,67,22,2,78,523,1
25,188,67,22,1,77,218,1
56,76,67,20,3,80,548,1
56,22,67,23,0,75,567,1
141,188,67,24,1,74,244,1
151,22,67,26,1,73,224,1
97,101,67,24,0,74,447,1
33,6,67,19,18,84,220,1
136,22,67,23,0,76,509,1
124,187,67,21,1,78,118,1
52,7,67,20,5,80,270,1
52,70,67,23,2,74,17,1
104,22,67,23,0,72,698,1
104,48,67,20,0,81,27,1
136,225,67,23,0,76,527,1
153,212,67,24,0,74,458,1
26,187,67,20,2,78,661,1
126,22,67,23,0,72,688,1
136,48,67,23,0,75,533,1
74,22,67,21,3,79,343,1
104,39,67,20,6,78,27,1
44,148,67,19,5,81,508,1
6,192,67,21,2,78,278,1
112,39,67,21,0,76,380,1
44,22,67,23,1,72,61,1
117,50,67,22,0,77,173,1
29,148,67,21,9,85,475,1
121,50,67,22,2,77,476,1
94,9,67,20,6,81,523,1
104,188,67,20,0,80,682,1
29,22,67,24,1,77,66,1
121,7,67,23,2,74,389,1
154,50,67,25,0,74,418,1
123,188,67,20,6,81,606,1
97,84,67,23,8,77,146,1
156,88,67,20,2,81,8,1
4,188,67,21,0,80,233,1
4,101,67,22,2,77,461,1
52,50,67,22,0,78,270,1
52,69,67,22,3,76,624,1
6,149,67,23,0,72,278,1
74,197,67,18,11,83,343,1
41,22,67,24,1,75,307,1
136,48,67,22,1,77,668,1
136,48,67,22,2,79,529,1
21,9,67,22,0,75,550,1
19,155,67,24,0,74,60,1
44,22,67,19,13,84,647,1
44,7,67,23,1,76,674,1
136,188,67,22,0,77,228,1
121,188,67,22,0,74,378,1
44,221,67,20,9,80,629,1
52,48,67,21,1,79,253,1
4,76,67,21,1,79,153,1
136,188,67,20,2,82,511,1
52,52,67,21,6,77,230,1
121,50,67,22,0,76,684,1
52,48,67,22,9,76,531,1
44,140,67,20,24,84,354,1
74,38,67,22,2,75,492,1
17,8,67,23,1,78,422,1
39,227,67,21,1,76,541,1
121,188,67,24,1,73,8,1
74,152,67,21,4,77,684,1
56,48,67,20,2,77,609,1
132,50,67,24,0,73,189,1
56,88,67,25,2,73,226,1
140,155,67,24,0,73,358,1
29,22,67,24,0,74,363,1
136,50,67,24,0,74,117,1
56,62,67,22,1,75,4,1
56,48,67,25,0,74,335,1
26,52,67,21,2,81,663,1
121,187,67,23,2,72,264,1
160,7,67,24,0,75,705,1
56,76,67,23,0,76,563,1
6,156,67,24,1,73,5,1
26,88,67,24,1,76,106,1
124,188,67,22,0,76,298,1
128,225,67,23,3,75,494,1
56,206,67,23,0,76,256,1
136,8,67,21,7,82,274,1
11,108,67,23,1,74,688,1
11,148,67,21,0,75,688,1
136,101,67,25,0,72,512,1
56,77,67,21,3,78,426,1
74,188,67,19,27,75,17,1
104,7,67,24,0,72,566,1
56,127,67,24,0,73,281,1
44,188,67,20,25,83,633,1
52,101,67,22,0,75,60,1
44,180,67,21,5,79,629,1
134,48,67,25,0,72,385,1
140,180,67,22,0,76,608,1
136,38,67,25,0,72,110,1
38,22,67,21,3,77,236,1
39,38,67,21,1,78,263,1
104,188,67,21,0,74,519,1
124,116,67,21,4,82,301,1
112,91,67,22,2,74,480,1
56,84,67,23,6,75,548,1
153,23,67,21,0,80,139,1
21,50,67,23,0,75,584,1
153,22,67,20,3,78,601,1
124,39,67,21,1,79,492,1
123,188,67,20,10,79,95,1
56,50,67,21,7,79,614,1
44,148,67,21,3,78,355,1
56,207,67,24,0,73,562,1
75,188,67,25,0,72,556,1
136,9,67,23,2,75,452,1
44,221,67,22,1,76,74,1
136,48,67,22,2,79,552,1
136,22,67,22,1,78,510,1
75,50,67,23,0,75,47,1
17,0,67,23,0,75,710,1
74,38,67,22,1,78,404,1
16,103,67,26,0,72,55,1
33,101,67,25,0,72,257,1
158,77,67,20,12,82,478,1
44,38,67,21,3,77,355,1
56,103,67,23,0,74,351,1
44,22,67,22,0,76,355,1
154,7,67,24,2,75,540,1
74,7,67,24,0,76,571,1
41,76,67,23,1,72,119,1
140,221,67,21,5,77,254,1
17,23,67,24,0,72,131,1
136,22,67,22,3,76,294,1
83,7,67,23,1,74,547,1
45,222,67,24,1,74,117,1
44,7,67,22,2,76,506,1
160,22,67,24,1,75,626,1
56,188,67,22,5,76,611,1
124,127,67,23,0,73,179,1
124,149,67,24,0,73,55,1
44,7,67,23,1,72,478,1
33,7,67,24,4,75,420,1
74,40,67,22,5,77,193,1
104,5,67,20,9,80,283,1
44,136,67,21,0,77,74,1
11,48,67,21,1,76,380,1
56,136,67,22,0,75,567,1
56,22,67,23,1,73,203,1
33,48,67,23,0,73,256,1
56,52,67,22,2,76,675,1
141,7,67,23,1,78,260,1
52,8,67,22,0,79,269,1
104,108,67,23,0,73,480,1
56,7,67,24,0,75,339,1
39,188,67,21,1,78,547,1
33,22,67,24,0,73,534,1
56,38,67,24,3,74,2,1
52,48,67,24,0,73,616,1
56,8,67,25,0,73,252,1
44,188,67,22,0,76,11,1
52,84,67,23,1,75,669,1
128,108,67,22,1,78,505,1
104,134,67,23,1,74,698,1
104,4,67,24,0,72,547,1
82,7,67,25,0,74,585,1
56,4,67,23,0,74,203,1
44,22,67,22,1,78,134,1
4,22,67,22,0,79,490,1
124,5,67,25,0,72,55,1
75,19,67,22,1,74,380,1
56,62,67,23,1,77,203,1
44,221,67,21,5,78,82,1
74,3,67,23,0,76,645,1
128,148,67,20,2,80,23,1
39,38,67,22,3,76,232,1
154,22,67,26,0,73,129,1
18,22,67,26,1,72,302,1
75,155,67,21,0,76,406,1
44,130,67,23,0,76,341,1
82,48,67,26,0,72,371,1
71,22,67,23,1,74,378,1
77,8,67,23,2,75,254,1
75,227,67,22,2,74,486,1
4,48,67,22,0,79,159,1
16,27,67,23,1,75,393,1
158,38,67,20,10,79,134,1
17,7,67,24,0,72,388,1
4,130,67,24,0,74,150,1
44,50,67,21,1,78,629,1
56,50,67,24,1,73,275,1
77,105,67,24,0,72,453,1
77,9,67,25,0,72,672,1
77,52,67,23,0,74,480,1
77,7,67,24,0,72,453,1
104,180,67,23,2,75,437,1
56,22,67,26,0,72,256,1
29,101,67,23,0,74,44,1
17,148,67,24,1,73,158,1
52,148,67,24,0,74,658,1
44,22,67,23,1,75,508,1
68,188,67,24,1,73,355,1
140,39,67,23,0,76,357,1
118,206,67,23,1,74,144,1
153,103,67,25,0,72,382,1
82,228,67,25,0,72,632,1
97,22,67,23,2,75,166,1
52,144,67,22,1,76,270,1
29,5,67,25,1,72,364,1
5,180,67,23,0,75,459,1
4,22,67,25,0,74,321,1
52,48,67,24,0,72,262,1
136,48,67,24,2,74,518,1
4,0,67,23,1,76,50,1
44,7,67,23,2,76,11,1
11,48,67,20,8,78,560,1
97,7,67,24,0,74,327,1
74,39,67,23,1,76,493,1
29,210,67,25,1,74,63,1
141,7,67,24,1,76,199,1
26,50,67,23,0,75,670,1
39,70,67,23,1,76,277,1
4,225,67,24,0,72,319,1
52,76,67,25,0,73,109,1
56,50,67,24,1,74,226,1
11,48,67,22,1,74,544,1
11,116,67,22,0,74,545,1
11,22,67,24,0,74,531,1
136,22,67,23,1,76,320,1
11,7,67,23,0,73,688,1
121,225,67,23,3,75,694,1
104,101,67,22,1,75,274,1
52,70,67,24,1,74,16,1
136,103,67,22,2,80,511,1
65,101,67,24,0,75,16,1
6,48,67,23,0,73,278,1
39,48,67,23,1,77,543,1
120,48,67,21,1,81,354,1
4,22,67,24,0,74,352,1
21,207,67,22,1,78,517,1
5,103,67,23,0,73,666,1
104,50,67,23,0,74,480,1
154,115,67,25,0,72,603,1
11,148,67,24,0,72,688,1
140,22,67,23,1,73,294,1
29,7,67,25,1,76,214,1
29,188,67,23,1,74,78,1
56,48,67,25,0,74,480,1
136,148,67,23,0,76,238,1
56,22,67,23,0,73,618,1
29,206,67,23,1,74,158,1
26,143,67,23,0,74,662,1
99,45,67,21,4,77,358,1
26,191,67,22,0,75,664,1
26,103,67,23,1,75,112,1
52,188,67,25,0,72,466,1
44,104,67,21,9,79,242,1
128,22,67,24,0,73,348,1
29,65,67,24,1,73,211,1
56,22,67,24,0,72,566,1
75,188,67,24,0,72,225,1
94,70,67,24,0,72,81,1
39,180,67,23,0,72,263,1
112,66,67,22,1,76,263,1
4,7,67,25,1,73,193,1
128,23,67,24,1,74,633,1
140,7,67,23,0,75,358,1
56,148,67,23,2,74,0,1
26,0,67,25,0,72,353,1
56,84,67,23,0,72,667,1
29,7,67,24,0,76,374,1
136,101,67,25,1,72,111,1
120,7,67,23,0,74,411,1
42,50,67,24,0,72,705,1
74,212,67,24,1,72,673,1
44,157,67,23,9,78,525,1
104,22,67,22,1,75,547,1
6,22,67,22,0,74,259,1
56,9,67,25,1,74,260,1
29,7,67,24,3,76,46,1
104,48,67,24,0,73,480,1
112,101,67,24,0,73,221,1
44,22,67,23,2,76,505,1
44,0,67,24,4,72,416,1
44,22,67,22,1,77,506,1
56,101,67,24,1,73,272,1
52,188,67,24,0,74,587,1
4,32,67,24,0,74,461,1
57,91,67,24,0,72,110,1
29,77,67,25,0,72,166,1
136,103,67,23,2,74,274,1
136,48,67,23,0,74,514,1
153,187,67,24,0,72,631,1
104,7,67,23,1,73,251,1
44,110,67,24,0,73,508,1
74,38,67,24,3,74,191,1
29,50,67,24,1,72,374,1
11,48,67,22,2,74,688,1
112,22,67,22,0,75,279,1
26,149,67,23,0,75,105,1
44,22,67,24,1,74,478,1
106,104,67,25,0,72,504,1
83,225,67,24,1,72,618,1
56,7,67,25,0,72,252,1
52,22,67,24,1,73,110,1
136,48,67,24,2,73,323,1
120,7,67,24,0,73,332,1
44,76,67,23,2,74,525,1
44,0,67,24,1,73,494,1
140,93,67,24,1,73,581,1
136,48,67,26,2,72,552,1
26,70,67,25,2,72,353,1
74,48,67,25,3,73,673,1
54,22,67,24,0,73,377,1
158,148,67,25,1,73,23,1
104,7,67,25,0,72,274,1
37,187,67,22,2,73,275,1
17,7,67,26,0,72,315,1
44,188,67,25,0,72,451,1
44,188,67,25,1,72,341,1
26,38,67,26,0,72,112,1
111,104,67,24,1,76,451,1
74,156,67,24,1,72,571,1
44,101,67,24,0,72,704,1
5,50,67,25,0,72,355,1
52,7,67,25,0,73,623,1
112,212,67,22,0,75,469,1
4,22,67,26,2,72,67,1
26,103,67,23,0,76,661,1
26,101,67,25,0,72,107,1
39,48,67,25,0,73,232,1
6,138,67,23,0,72,554,1
57,231,67,25,2,72,554,1
111,23,67,24,1,74,537,1
4,107,67,24,0,73,187,1
44,77,67,24,1,73,83,1
112,52,67,24,0,76,263,1
56,48,67,26,0,72,203,1
124,48,67,26,1,72,392,1
44,7,67,24,3,76,505,1
140,19,67,24,0,74,348,1
146,88,67,24,2,72,616,1
44,7,67,26,0,72,441,1
69,7,67,25,0,72,99,1
39,22,67,25,0,72,99,1
44,7,67,25,1,72,631,1
111,22,67,25,0,72,505,1
104,117,67,25,1,72,569,1
44,225,67,24,1,73,440,1
112,38,67,24,0,72,630,1
39,7,67,27,0,72,7,1
11,228,66,20,1,76,224,1
154,91,66,21,0,73,169,1
154,148,66,21,0,74,169,1
132,104,66,22,1,76,495,1
117,7,66,23,0,72,170,1
10,188,66,20,2,75,481,1
154,48,66,25,0,72,418,1
109,142,66,24,3,73,309,1
109,188,66,21,0,76,382,1
44,5,66,18,4,85,482,1
117,0,66,25,0,73,168,1
56,141,66,18,3,84,2,1
4,38,66,21,0,78,154,1
41,101,66,23,0,72,163,1
41,101,66,21,0,73,605,1
41,101,66,22,0,74,605,1
118,7,66,21,0,75,240,1
121,19,66,19,10,84,615,1
154,83,66,23,0,72,172,1
41,19,66,21,0,76,399,1
15,7,66,22,0,73,174,1
41,0,66,21,0,74,399,1
4,7,66,22,0,74,665,1
41,188,66,20,9,76,702,1
97,7,66,21,5,75,327,1
154,188,66,21,0,80,169,1
154,52,66,22,0,75,156,1
154,211,66,23,0,73,540,1
154,101,66,23,0,74,418,1
154,19,66,21,4,81,457,1
154,38,66,24,0,73,330,1
59,50,66,24,1,73,582,1
29,188,66,20,2,78,485,1
121,187,66,19,10,84,20,1
154,7,66,21,27,80,243,1
52,188,66,23,0,74,402,1
75,7,66,21,1,74,305,1
4,22,66,20,0,78,154,1
17,50,66,22,0,75,656,1
136,101,66,19,1,80,452,1
136,137,66,19,5,79,201,1
136,197,66,18,11,82,514,1
11,8,66,17,27,86,521,1
121,48,66,21,1,78,615,1
53,22,66,23,0,74,28,1
4,7,66,23,2,74,686,1
77,188,66,21,1,77,388,1
74,48,66,20,8,82,651,1
136,189,66,22,0,75,43,1
97,137,66,21,1,76,580,1
44,52,66,19,5,80,381,1
52,50,66,22,0,74,60,1
104,155,66,18,2,81,9,1
33,188,66,23,2,73,115,1
74,7,66,23,0,75,497,1
4,7,66,22,1,73,207,1
104,7,66,22,0,72,480,1
136,39,66,22,0,77,509,1
17,7,66,21,0,73,78,1
94,23,66,20,0,80,550,1
38,52,66,21,2,77,225,1
52,38,66,21,0,74,219,1
101,188,66,22,1,74,684,1
134,197,66,23,0,72,477,1
104,190,66,19,18,84,245,1
17,48,66,23,0,72,305,1
74,7,66,19,13,84,405,1
15,50,66,22,0,73,145,1
52,143,66,19,2,80,340,1
33,56,66,21,1,79,220,1
124,38,66,22,0,75,300,1
124,8,66,24,1,73,302,1
56,7,66,20,1,77,614,1
136,38,66,23,1,75,109,1
75,148,66,20,1,75,624,1
153,39,66,19,5,78,495,1
136,38,66,19,1,84,59,1
117,76,66,23,0,75,321,1
4,62,66,21,2,80,233,1
29,221,66,22,0,78,211,1
121,22,66,20,0,77,432,1
77,76,66,23,0,72,597,1
136,225,66,20,2,80,515,1
136,88,66,19,9,84,108,1
97,197,66,21,5,77,580,1
136,84,66,23,4,75,530,1
136,103,66,22,3,76,404,1
136,157,66,21,0,78,110,1
56,22,66,22,1,76,276,1
41,127,66,22,0,76,365,1
136,221,66,23,1,75,511,1
5,22,66,22,0,75,692,1
146,22,66,25,0,73,419,1
44,113,66,20,7,81,410,1
129,188,66,22,0,74,18,1
59,7,66,23,0,73,637,1
136,101,66,21,5,80,530,1
16,121,66,23,1,73,351,1
56,221,66,21,0,76,252,1
4,7,66,25,0,73,553,1
74,7,66,23,2,75,191,1
4,144,66,21,2,81,461,1
52,22,66,20,5,81,482,1
129,206,66,20,0,75,294,1
52,22,66,23,0,74,402,1
97,103,66,21,4,74,446,1
6,68,66,23,0,73,550,1
4,52,66,22,0,76,319,1
117,88,66,23,1,73,154,1
94,7,66,25,0,72,219,1
104,22,66,20,1,77,667,1
111,136,66,24,0,72,123,1
74,22,66,24,0,73,142,1
94,22,66,22,0,73,266,1
52,52,66,19,3,76,648,1
62,7,66,22,0,79,71,1
17,48,66,23,0,73,539,1
133,48,66,21,1,79,314,1
71,101,66,24,0,72,220,1
52,7,66,23,0,75,538,1
74,7,66,22,1,76,492,1
132,188,66,23,1,75,99,1
52,7,66,23,0,75,538,1
4,101,66,23,0,74,149,1
44,22,66,19,18,85,430,1
121,39,66,21,2,79,560,1
52,143,66,22,0,78,225,1
130,76,66,21,3,75,251,1
52,212,66,20,7,81,19,1
52,38,66,22,1,78,19,1
104,88,66,21,1,76,346,1
136,103,66,22,1,74,74,1
153,188,66,25,1,73,458,1
4,88,66,21,0,78,319,1
6,103,66,19,4,80,241,1
136,7,66,21,7,79,316,1
136,7,66,22,0,78,531,1
22,52,66,22,1,74,670,1
77,101,66,20,2,77,20,1
77,4,66,20,1,80,274,1
11,48,66,18,23,85,380,1
97,101,66,23,1,75,148,1
156,7,66,23,2,75,352,1
4,83,66,23,1,74,540,1
112,144,66,20,0,80,445,1
56,119,66,19,30,85,336,1
104,7,66,18,17,84,417,1
56,7,66,23,1,74,675,1
37,149,66,23,0,73,679,1
4,39,66,22,1,76,53,1
117,22,66,22,1,75,686,1
57,197,66,22,1,75,232,1
52,8,66,20,16,81,473,1
161,23,66,21,1,75,274,1
153,8,66,20,11,84,457,1
153,7,66,21,1,75,495,1
2,88,66,24,0,72,117,1
17,50,66,23,0,72,380,1
4,211,66,24,0,73,461,1
82,228,66,24,0,73,577,1
17,48,66,23,0,72,266,1
117,157,66,23,6,75,457,1
77,127,66,21,2,76,666,1
11,69,66,21,1,75,688,1
4,7,66,23,0,76,321,1
112,50,66,22,2,77,468,1
4,136,66,23,0,74,394,1
153,91,66,21,1,77,263,1
140,225,66,22,1,77,272,1
17,52,66,22,0,75,286,1
29,188,66,21,0,75,475,1
97,62,66,21,2,76,148,1
104,11,66,22,0,74,9,1
154,19,66,23,1,75,680,1
44,22,66,19,11,82,216,1
33,221,66,25,0,72,251,1
134,228,66,19,1,80,381,1
136,8,66,23,0,76,553,1
4,143,66,24,1,72,233,1
149,104,66,22,1,74,602,1
56,225,66,22,0,76,676,1
149,148,66,24,2,72,209,1
52,20,66,22,1,76,406,1
112,22,66,25,0,72,445,1
154,189,66,24,0,73,321,1
104,39,66,22,0,75,519,1
11,207,66,21,0,74,384,1
52,228,66,23,1,73,404,1
74,35,66,21,6,81,492,1
52,156,66,20,4,77,132,1
136,22,66,23,0,75,509,1
56,148,66,23,0,72,609,1
101,225,66,22,1,76,517,1
44,38,66,21,2,72,368,1
121,50,66,22,0,76,218,1
136,19,66,21,2,77,114,1
97,22,66,22,9,76,327,1
26,188,66,21,0,78,662,1
17,231,66,21,1,77,27,1
52,39,66,24,0,73,78,1
149,38,66,23,0,73,649,1
57,228,66,21,2,75,545,1
97,188,66,23,2,75,166,1
44,52,66,21,2,76,506,1
56,22,66,23,1,76,256,1
56,152,66,22,6,78,351,1
120,76,66,22,4,77,603,1
104,50,66,20,12,77,487,1
56,23,66,23,2,75,609,1
82,148,66,20,12,80,246,1
56,150,66,23,1,75,256,1
17,188,66,23,1,74,110,1
141,180,66,24,0,73,269,1
56,48,66,24,1,73,426,1
136,22,66,22,0,77,8,1
44,7,66,20,0,81,633,1
82,7,66,25,0,72,500,1
26,32,66,21,0,76,112,1
140,8,66,22,0,73,357,1
97,52,66,21,1,76,446,1
44,101,66,20,4,81,697,1
77,50,66,23,0,72,601,1
77,103,66,22,0,74,597,1
127,22,66,23,0,74,37,1
4,228,66,21,9,78,457,1
52,188,66,20,4,77,17,1
141,23,66,21,3,80,229,1
77,22,66,21,0,74,576,1
56,23,66,22,1,77,276,1
36,39,66,22,1,77,493,1
44,7,66,21,5,74,599,1
75,70,66,21,0,75,378,1
52,0,66,23,0,74,270,1
82,151,66,23,0,74,268,1
124,48,66,24,0,74,586,1
128,187,66,21,1,80,525,1
136,148,66,21,0,76,8,1
140,225,66,21,1,75,254,1
39,48,66,21,0,75,469,1
15,157,66,22,0,80,165,1
11,22,66,21,1,75,611,1
56,48,66,21,0,78,1,1
82,72,66,22,0,78,268,1
82,228,66,21,0,74,632,1
6,225,66,21,1,75,557,1
56,8,66,22,2,77,242,1
136,179,66,23,1,75,668,1
74,48,66,20,19,82,420,1
141,52,66,22,2,79,71,1
57,8,66,24,1,73,224,1
132,39,66,21,1,77,679,1
26,155,66,21,0,76,181,1
52,0,66,21,2,77,625,1
4,48,66,24,0,74,522,1
26,8,66,20,1,81,112,1
52,48,66,22,3,75,17,1
97,52,66,22,1,76,644,1
44,28,66,23,1,72,537,1
134,103,66,23,0,73,385,1
104,39,66,21,2,74,611,1
6,188,66,22,1,75,74,1
56,48,66,20,15,83,246,1
56,110,66,23,0,74,226,1
140,76,66,22,1,76,344,1
97,22,66,22,0,77,307,1
29,19,66,24,0,73,364,1
99,140,66,25,1,72,193,1
56,23,66,23,0,74,562,1
52,22,66,24,0,74,658,1
112,143,66,21,2,79,622,1
132,22,66,23,1,76,189,1
52,101,66,22,0,76,258,1
120,62,66,25,4,73,561,1
101,76,66,23,1,73,254,1
56,107,66,22,3,76,256,1
39,38,66,23,0,74,279,1
56,54,66,24,0,74,335,1
51,8,66,22,1,76,74,1
44,70,66,22,3,76,505,1
82,203,66,21,2,74,268,1
136,180,66,23,2,75,531,1
4,22,66,22,0,76,540,1
26,188,66,23,0,75,113,1
74,188,66,23,0,72,125,1
74,188,66,24,1,73,191,1
29,77,66,22,0,74,62,1
41,83,66,22,4,77,119,1
56,148,66,22,1,77,256,1
104,115,66,21,2,75,547,1
4,180,66,22,3,76,85,1
82,212,66,23,0,75,204,1
77,52,66,22,1,72,388,1
27,52,66,24,0,72,328,1
6,41,66,23,1,73,278,1
4,22,66,23,0,73,296,1
4,48,66,21,1,74,665,1
104,153,66,25,0,72,301,1
123,48,66,21,6,78,11,1
31,7,66,24,2,74,340,1
44,184,66,23,2,74,237,1
136,149,66,21,1,79,527,1
44,77,66,21,0,76,633,1
140,155,66,22,0,76,356,1
44,188,66,22,0,76,57,1
29,0,66,24,0,73,403,1
52,188,66,23,0,74,523,1
56,225,66,22,3,76,351,1
121,48,66,24,0,74,323,1
57,103,66,24,0,74,669,1
44,88,66,22,2,75,478,1
130,149,66,24,0,74,675,1
52,70,66,23,1,76,230,1
5,38,66,22,1,73,96,1
68,19,66,24,0,74,302,1
74,103,66,24,0,76,651,1
17,212,66,24,0,73,578,1
104,212,66,23,0,74,595,1
130,46,66,24,0,72,707,1
57,48,66,23,1,76,271,1
44,101,66,22,5,74,88,1
44,70,66,23,0,75,368,1
104,101,66,23,3,72,682,1
112,111,66,22,1,74,5,1
39,101,66,22,0,73,22,1
136,188,66,24,0,75,238,1
97,50,66,23,1,75,166,1
56,22,66,23,1,75,260,1
109,0,66,22,1,74,702,1
56,205,66,23,1,74,339,1
156,32,66,25,0,72,504,1
56,39,66,24,1,73,74,1
44,188,66,22,1,74,607,1
44,52,66,23,0,75,83,1
56,23,66,23,1,72,276,1
123,95,66,24,0,72,61,1
74,197,66,23,0,76,142,1
56,8,66,23,1,75,562,1
4,137,66,25,0,73,184,1
136,22,66,22,0,79,111,1
26,91,66,22,0,76,663,1
112,116,66,23,0,75,622,1
123,84,66,22,1,76,83,1
44,103,66,23,0,74,81,1
29,50,66,23,1,75,535,1
27,188,66,23,1,72,77,1
74,88,66,22,0,77,651,1
44,22,66,23,1,75,543,1
29,23,66,24,0,75,432,1
4,48,66,24,1,74,150,1
44,7,66,23,2,75,83,1
74,188,66,21,1,79,54,1
57,222,66,23,0,73,351,1
97,152,66,24,2,72,177,1
74,62,66,22,3,74,343,1
26,22,66,23,1,75,107,1
136,50,66,22,22,75,243,1
44,22,66,22,2,73,631,1
59,62,66,22,0,73,485,1
136,222,66,22,2,77,511,1
129,48,66,24,1,74,17,1
44,120,66,24,0,73,368,1
29,7,66,24,0,73,403,1
11,7,66,24,0,72,346,1
17,7,66,25,1,73,277,1
44,48,66,22,3,78,505,1
74,38,66,22,0,73,303,1
97,188,66,23,3,73,327,1
136,137,66,24,0,73,413,1
121,48,66,24,3,74,78,1
109,22,66,24,0,74,428,1
128,38,66,23,0,74,348,1
120,0,66,22,0,76,699,1
44,39,66,24,0,73,505,1
44,101,66,24,0,72,288,1
56,7,66,23,2,73,565,1
136,22,66,23,3,74,417,1
136,48,66,24,0,73,320,1
136,137,66,21,0,75,492,1
56,19,66,24,2,72,618,1
136,52,66,25,0,73,117,1
74,103,66,23,0,75,138,1
44,188,66,23,4,75,465,1
44,95,66,23,1,74,498,1
125,48,66,23,1,74,481,1
120,148,66,23,0,74,189,1
44,38,66,24,0,73,368,1
44,115,66,22,3,75,423,1
128,127,66,23,1,75,183,1
44,188,66,23,0,72,25,1
123,7,66,24,0,72,537,1
109,187,66,23,0,72,704,1
101,41,66,25,1,72,519,1
44,48,66,23,1,74,599,1
44,188,66,24,0,73,222,1
29,207,66,24,1,75,151,1
44,7,66,24,0,73,494,1
44,148,66,24,1,72,505,1
128,188,66,24,0,72,599,1
99,22,66,24,0,73,255,1
141,22,66,25,0,73,259,1
140,48,66,23,1,73,22,1
44,50,66,24,1,73,134,1
123,8,66,25,1,72,423,1
112,52,66,25,1,73,678,1
125,48,66,24,0,74,269,1
140,107,66,23,1,72,554,1
44,221,66,24,11,73,572,1
160,221,66,24,1,72,134,1
5,0,66,23,0,74,128,1
120,101,66,24,0,73,411,1
44,48,66,25,13,72,52,1
11,62,66,23,0,72,627,1
44,188,66,24,0,73,441,1
5,70,66,25,0,73,341,1
120,7,66,24,1,72,218,1
132,103,66,24,2,73,408,1
121,7,65,21,2,73,405,1
4,188,65,21,0,74,665,1
153,22,65,18,1,80,250,1
153,0,65,19,0,78,482,1
21,22,65,20,0,75,401,1
133,32,65,22,1,72,557,1
52,103,65,20,6,81,473,1
148,188,65,24,0,73,24,1
4,38,65,21,0,79,522,1
154,38,65,20,0,73,169,1
41,76,65,22,0,72,310,1
136,149,65,18,5,84,64,1
136,188,65,21,0,76,527,1
52,148,65,19,2,78,625,1
52,50,65,19,16,82,473,1
129,188,65,20,0,76,382,1
136,153,65,21,0,79,114,1
41,50,65,24,0,72,605,1
154,48,65,22,0,73,172,1
156,231,65,24,0,72,122,1
4,228,65,21,0,74,665,1
156,101,65,19,0,72,122,1
118,77,65,23,0,74,212,1
117,188,65,18,0,82,171,1
15,155,65,20,0,81,164,1
136,188,65,19,3,81,529,1
121,7,65,21,0,72,218,1
154,22,65,22,0,75,129,1
154,156,65,21,0,76,129,1
1,101,65,24,0,72,47,1
74,197,65,24,1,72,497,1
35,76,65,22,0,75,346,1
74,225,65,21,2,76,616,1
52,22,65,24,0,74,486,1
4,48,65,20,0,78,154,1
5,76,65,22,0,76,692,1
136,39,65,19,1,79,452,1
136,39,65,23,0,73,110,1
74,50,65,21,1,81,138,1
16,22,65,21,0,76,10,1
11,115,65,18,2,83,521,1
57,206,65,23,0,74,509,1
123,151,65,19,1,80,216,1
136,22,65,19,2,78,201,1
136,148,65,20,6,83,64,1
124,143,65,21,0,74,497,1
136,22,65,21,0,76,515,1
121,7,65,18,11,81,615,1
4,228,65,20,1,79,536,1
41,7,65,23,1,73,580,1
2,22,65,21,0,79,78,1
154,79,65,23,0,74,233,1
33,188,65,23,0,73,56,1
4,7,65,19,1,78,686,1
121,22,65,22,0,76,225,1
124,101,65,21,0,79,296,1
56,148,65,23,0,74,587,1
38,187,65,22,0,74,71,1
161,7,65,22,0,74,479,1
17,187,65,20,1,73,317,1
56,7,65,19,1,80,554,1
6,225,65,23,0,72,278,1
52,91,65,19,10,74,474,1
27,151,65,23,0,72,218,1
56,19,65,23,0,72,676,1
17,48,65,23,0,75,108,1
120,5,65,22,0,74,520,1
124,77,65,19,1,81,299,1
56,156,65,24,0,73,549,1
77,103,65,23,0,72,311,1
136,188,65,19,5,83,64,1
151,7,65,21,0,79,589,1
52,50,65,18,17,75,17,1
136,7,65,21,1,78,59,1
29,101,65,21,0,74,46,1
26,50,65,22,2,75,113,1
101,39,65,21,0,79,267,1
149,22,65,21,0,77,649,1
124,52,65,21,1,79,55,1
