nationality,position,overall,age,hits,potential,team,class
118,19,71,29,0,71,212,0
41,39,71,35,0,71,365,0
17,48,71,28,0,71,450,0
4,22,71,30,0,71,296,0
77,7,71,27,0,71,470,0
132,22,71,31,0,71,332,0
117,136,71,31,1,71,167,0
148,50,71,28,1,71,389,0
153,189,71,29,1,71,352,0
17,188,71,24,0,71,130,0
17,0,71,28,0,71,195,0
17,39,71,24,0,71,367,0
17,115,71,24,0,71,91,0
17,149,71,29,0,71,41,0
112,188,71,28,1,71,660,0
17,22,71,28,0,71,33,0
4,151,71,30,0,71,184,0
74,50,71,28,0,71,142,0
129,221,71,28,0,71,230,0
121,137,71,28,1,71,264,0
33,62,71,27,1,71,314,0
118,48,71,28,2,71,240,0
17,48,71,20,5,71,91,0
17,48,71,24,0,71,195,0
77,7,71,29,1,71,390,0
77,113,71,32,1,71,388,0
77,151,71,30,1,71,239,0
4,7,71,31,0,71,53,0
4,143,71,31,0,71,67,0
17,19,71,30,0,71,250,0
17,19,71,20,0,71,147,0
17,1,71,20,1,71,126,0
17,0,71,28,0,71,147,0
17,140,71,24,0,71,292,0
17,0,71,20,2,71,65,0
17,7,71,20,0,71,130,0
17,52,71,24,0,71,72,0
17,7,71,24,0,71,147,0
17,7,71,24,0,71,322,0
17,0,71,32,0,71,484,0
17,179,71,24,0,71,292,0
17,50,71,20,2,71,65,0
17,50,71,20,0,71,289,0
17,48,71,24,0,71,289,0
17,48,71,20,0,71,579,0
17,188,71,24,1,71,579,0
17,198,71,24,2,71,292,0
17,137,71,28,2,71,133,0
17,102,71,24,0,71,147,0
17,0,71,28,0,71,72,0
17,50,71,28,0,71,287,0
17,22,71,20,0,71,130,0
17,62,71,28,0,71,326,0
17,50,71,24,0,71,195,0
82,210,71,28,4,71,577,0
121,7,71,29,0,71,701,0
125,7,71,29,0,71,566,0
4,4,71,28,0,71,113,0
136,206,71,28,1,71,515,0
51,76,71,27,1,71,443,0
4,206,71,28,1,71,215,0
4,22,71,31,0,71,490,0
77,22,71,33,1,71,239,0
17,39,71,28,0,71,684,0
140,7,71,29,1,71,257,0
154,7,71,31,0,71,184,0
136,231,71,28,1,71,515,0
59,173,71,29,2,71,10,0
117,48,71,32,0,71,152,0
117,188,71,36,0,71,168,0
17,48,71,36,1,71,305,0
4,19,71,30,0,71,150,0
74,231,71,28,3,71,229,0
120,19,71,28,0,71,369,0
154,153,71,28,0,71,665,0
4,22,71,32,0,71,113,0
121,7,71,30,0,71,578,0
117,7,71,30,0,71,330,0
4,7,71,31,1,71,146,0
148,225,71,29,0,71,36,0
41,148,71,29,0,71,456,0
130,32,71,28,0,71,701,0
17,5,71,34,0,71,301,0
29,39,71,29,0,71,46,0
44,188,71,28,1,71,508,0
74,188,71,33,0,71,492,0
101,149,71,31,2,71,209,0
136,144,71,29,1,71,657,0
26,84,71,29,0,71,661,0
82,63,71,30,0,71,632,0
77,48,71,34,1,71,666,0
71,22,71,32,0,71,378,0
32,7,71,32,2,71,249,0
97,50,71,30,0,71,483,0
17,7,71,28,1,71,681,0
129,19,71,35,1,71,84,0
4,19,71,31,0,71,53,0
117,137,71,31,2,71,307,0
121,50,71,29,0,71,115,0
6,184,71,28,1,71,398,0
4,188,71,29,0,71,461,0
4,188,71,32,0,71,507,0
4,188,71,28,1,71,53,0
4,70,71,30,0,71,461,0
4,22,71,30,1,71,131,0
4,7,71,34,0,71,365,0
4,103,71,30,0,71,61,0
4,48,71,33,0,71,490,0
4,188,71,31,0,71,540,0
4,188,71,28,0,71,67,0
4,156,71,32,1,71,107,0
26,212,71,31,1,71,107,0
29,101,71,35,0,71,374,0
29,136,71,27,1,71,148,0
29,50,71,29,3,71,213,0
117,48,71,36,2,71,153,0
29,79,71,31,0,71,66,0
26,22,71,31,1,71,210,0
29,101,71,31,0,71,439,0
32,8,71,33,0,71,556,0
53,38,71,28,0,71,338,0
22,28,71,28,0,71,646,0
4,7,71,30,0,71,215,0
52,52,71,29,0,71,616,0
124,188,71,29,1,71,118,0
77,188,71,31,4,71,453,0
56,206,71,30,1,71,548,0
82,189,71,29,0,71,312,0
52,88,71,32,0,71,466,0
117,188,71,30,0,71,173,0
56,22,71,32,0,71,387,0
136,148,71,28,0,71,320,0
29,66,71,28,0,71,46,0
154,48,71,32,1,71,648,0
4,28,71,34,0,71,67,0
69,136,71,27,2,71,428,0
118,77,71,30,0,71,393,0
121,127,71,29,0,71,10,0
82,7,71,28,1,71,35,0
154,69,71,30,0,71,490,0
97,38,71,29,0,71,654,0
66,210,71,28,0,71,360,0
121,148,71,28,1,71,452,0
68,101,71,31,4,71,302,0
136,115,71,30,0,71,323,0
74,188,71,28,0,71,492,0
142,0,71,37,1,71,38,0
117,103,71,31,0,71,167,0
127,149,71,30,1,71,35,0
30,39,71,29,1,71,230,0
56,101,71,27,1,71,614,0
82,155,71,30,4,71,660,0
148,7,71,31,2,71,209,0
140,22,71,29,0,71,303,0
41,180,71,33,0,71,163,0
5,188,71,30,0,71,302,0
73,8,71,28,2,71,127,0
73,148,71,30,1,71,610,0
160,9,71,34,1,71,385,0
74,190,71,29,0,71,493,0
26,22,71,30,0,71,662,0
136,148,71,32,0,71,552,0
75,212,71,28,1,71,515,0
38,155,71,29,0,71,389,0
6,22,71,29,0,71,557,0
104,188,71,28,0,71,315,0
111,104,71,31,0,71,341,0
4,207,71,32,0,71,151,0
130,188,71,28,0,71,331,0
118,48,71,34,1,71,212,0
153,188,71,29,0,71,338,0
44,101,71,28,1,71,629,0
134,23,71,31,0,71,385,0
56,69,71,31,1,71,554,0
44,152,71,28,2,71,465,0
82,22,71,31,0,71,660,0
74,23,71,28,0,71,623,0
149,50,71,32,0,71,602,0
17,197,71,30,4,71,666,0
82,144,71,32,2,71,372,0
153,206,71,31,0,71,139,0
5,50,71,29,0,71,434,0
56,8,71,29,0,71,272,0
104,187,71,28,0,71,683,0
77,137,71,34,1,71,390,0
112,88,71,27,0,71,32,0
112,188,71,32,1,71,70,0
74,7,71,28,0,71,501,0
17,151,71,28,0,71,331,0
68,137,71,28,0,71,302,0
68,22,71,32,1,71,302,0
21,88,71,28,1,71,302,0
136,69,71,30,1,71,452,0
6,201,71,28,0,71,675,0
39,155,71,28,0,71,21,0
52,188,71,30,0,71,16,0
56,103,71,30,0,71,4,0
52,7,71,31,1,71,143,0
136,148,71,29,4,71,672,0
149,23,71,29,1,71,333,0
82,83,71,30,0,71,660,0
11,62,71,30,0,71,382,0
128,50,71,30,2,71,410,0
160,101,71,28,1,71,465,0
4,52,71,32,3,71,664,0
101,76,71,28,0,71,183,0
39,50,71,28,0,71,257,0
11,22,71,29,0,71,383,0
29,188,71,29,3,71,38,0
120,101,71,28,1,71,573,0
4,7,71,32,0,71,164,0
121,7,71,33,0,71,601,0
124,42,71,34,0,71,118,0
97,101,71,30,4,71,327,0
161,188,71,29,0,71,559,0
56,39,71,31,0,71,563,0
154,115,71,31,0,71,32,0
56,48,71,31,1,71,675,0
82,187,71,32,0,71,331,0
52,9,71,34,0,71,675,0
161,62,71,30,0,71,269,0
161,22,71,30,0,71,614,0
82,7,71,31,0,71,660,0
140,180,71,29,2,71,457,0
1,48,71,34,2,71,235,0
128,7,71,28,0,71,464,0
136,7,71,32,1,71,43,0
97,221,71,30,0,71,446,0
123,65,71,31,1,71,629,0
37,188,71,29,0,71,558,0
4,23,71,32,0,71,664,0
153,7,71,32,1,71,304,0
101,23,71,28,0,71,582,0
77,48,71,33,2,71,239,0
74,127,71,28,1,71,561,0
52,48,71,31,0,71,60,0
56,48,71,30,0,71,227,0
29,23,71,36,0,71,403,0
13,48,71,35,0,71,705,0
44,155,71,28,0,71,123,0
68,148,71,30,2,71,302,0
26,7,71,34,0,71,446,0
74,8,71,30,2,71,193,0
130,103,71,32,1,71,561,0
129,8,71,30,2,71,393,0
112,22,71,28,2,71,221,0
56,22,71,30,1,71,336,0
121,221,71,35,2,71,409,0
132,22,71,29,0,71,443,0
149,8,71,29,3,71,80,0
44,22,71,28,1,71,410,0
74,50,71,31,3,71,407,0
121,7,71,31,0,71,562,0
73,22,71,32,0,71,95,0
2,77,71,30,0,71,48,0
6,48,71,30,0,71,559,0
52,143,71,34,0,71,624,0
74,188,71,29,1,71,492,0
11,206,71,33,0,71,382,0
125,64,71,30,0,71,339,0
52,52,71,30,1,71,304,0
136,63,71,30,0,71,111,0
154,103,71,32,2,71,156,0
136,7,71,30,1,71,617,0
4,201,71,32,0,71,461,0
56,23,71,28,0,71,272,0
17,212,71,34,1,71,338,0
26,62,71,29,2,71,339,0
136,7,71,31,1,71,41,0
38,62,71,30,4,71,42,0
44,7,71,29,0,71,81,0
121,50,71,33,0,71,118,0
33,7,71,34,1,71,425,0
153,7,71,33,0,71,617,0
56,32,71,33,0,71,614,0
97,22,71,31,0,71,215,0
6,97,71,29,1,71,559,0
121,188,71,33,0,71,684,0
100,188,71,30,2,71,134,0
129,7,71,30,0,71,315,0
57,22,71,30,0,71,313,0
59,38,71,29,1,71,407,0
104,7,71,31,1,71,249,0
74,7,71,33,1,71,493,0
160,52,71,34,0,71,610,0
136,188,71,29,0,71,199,0
121,115,71,32,0,71,684,0
57,180,71,34,0,71,183,0
149,148,71,33,5,71,209,0
121,136,71,32,0,71,315,0
26,48,71,32,2,71,661,0
140,180,71,28,1,71,485,0
120,7,71,34,1,71,561,0
136,22,71,35,0,71,515,0
4,23,71,35,0,71,66,0
44,7,71,32,3,71,528,0
31,19,71,32,0,71,48,0
101,0,71,30,0,71,34,0
74,197,71,32,1,71,79,0
74,22,71,38,0,71,142,0
26,22,71,33,1,71,181,0
94,188,71,34,0,71,602,0
146,225,71,31,3,71,315,0
37,116,71,31,3,71,48,0
97,7,71,31,0,71,574,0
104,62,71,31,3,71,456,0
56,48,71,32,0,71,293,0
5,38,71,31,1,71,398,0
41,88,71,30,2,71,81,0
57,153,71,32,1,71,123,0
66,38,71,33,1,71,617,0
44,115,71,31,0,71,633,0
4,101,71,34,1,71,662,0
130,188,71,32,1,71,140,0
104,40,71,31,2,71,249,0
154,48,71,37,2,71,150,0
146,225,71,29,0,71,402,0
132,48,71,35,0,71,409,0
112,7,71,32,0,71,445,0
74,188,71,31,0,71,79,0
21,221,71,31,3,71,669,0
136,127,71,32,1,71,511,0
82,7,71,37,0,71,500,0
158,228,71,31,2,71,693,0
82,143,71,32,0,71,268,0
11,225,71,28,0,71,569,0
121,37,71,31,0,71,78,0
52,188,71,32,1,71,466,0
21,7,71,31,0,71,313,0
44,225,71,30,1,71,216,0
6,23,71,31,0,71,278,0
56,53,71,33,0,71,0,0
121,188,71,30,0,71,546,0
44,158,71,32,1,71,437,0
29,48,71,38,0,71,213,0
117,188,71,33,1,71,330,0
52,228,71,32,0,71,515,0
161,7,71,34,0,71,608,0
27,22,71,33,1,71,591,0
141,116,71,31,1,71,410,0
106,228,71,30,0,71,635,0
27,48,71,33,2,71,592,0
59,117,71,35,3,71,472,0
17,22,71,34,1,71,388,0
17,23,71,33,0,71,215,0
97,101,71,33,6,71,446,0
39,76,71,33,3,71,428,0
44,188,71,32,1,71,692,0
74,191,71,30,0,71,595,0
74,228,71,33,1,71,571,0
136,7,71,34,1,71,43,0
129,19,71,33,0,71,425,0
136,189,71,32,1,71,84,0
97,48,71,31,0,71,160,0
52,22,71,34,0,71,60,0
140,103,71,33,0,71,377,0
4,103,71,31,0,71,50,0
148,148,71,32,0,71,387,0
29,39,71,35,0,71,507,0
82,48,71,35,0,71,390,0
82,4,71,37,0,71,632,0
82,48,71,35,0,71,388,0
128,19,71,31,1,71,304,0
136,48,71,35,1,71,518,0
74,22,71,30,1,71,79,0
44,0,71,31,1,71,123,0
74,188,71,33,0,71,303,0
136,50,71,34,0,71,657,0
125,101,71,36,2,71,612,0
44,103,71,31,0,71,437,0
154,154,71,37,2,71,156,0
44,22,71,30,0,71,595,0
46,188,71,35,2,71,15,0
149,7,71,29,3,71,610,0
97,52,71,32,2,71,644,0
82,228,71,35,1,71,268,0
4,48,71,35,0,71,575,0
123,9,71,33,1,71,392,0
52,35,71,37,2,71,286,0
128,188,71,33,0,71,595,0
136,9,71,35,1,71,109,0
44,188,71,33,2,71,635,0
123,69,71,33,1,71,127,0
11,22,71,36,0,71,523,0
4,103,71,37,0,71,50,0
128,22,71,35,0,71,506,0
44,7,71,34,2,71,692,0
97,188,71,36,1,71,327,0
44,48,71,34,2,71,429,0
117,38,71,36,2,71,573,0
112,19,71,34,3,71,464,0
125,48,71,36,1,71,612,0
136,22,71,36,0,71,510,0
136,115,71,35,0,71,527,0
149,62,71,29,0,71,48,0
149,189,71,28,0,71,313,0
4,48,71,38,0,71,149,0
4,48,71,38,0,71,536,0
4,38,71,37,0,71,149,0
4,7,71,39,0,71,158,0
4,115,71,38,0,71,153,0
136,19,71,35,1,71,114,0
68,22,71,35,0,71,156,0
128,48,71,35,0,71,697,0
77,23,71,40,3,71,311,0
133,7,71,38,0,71,140,0
4,188,71,36,3,71,193,0
74,7,71,37,1,71,229,0
74,188,71,35,9,71,343,0
124,103,71,36,0,71,55,0
69,22,71,36,1,71,302,0
149,7,71,36,1,71,393,0
44,19,71,33,0,71,216,0
44,48,71,37,3,71,430,0
128,48,71,37,0,71,127,0
11,188,71,37,2,71,383,0
11,52,71,39,0,71,569,0
121,52,71,34,0,71,317,0
17,188,71,37,0,71,553,0
41,188,70,25,0,71,163,0
4,0,70,34,0,70,198,0
118,48,70,35,0,70,212,0
118,22,70,31,0,70,240,0
118,7,70,31,0,70,212,0
134,52,70,27,0,71,302,0
4,7,70,31,0,70,605,0
154,19,70,36,0,70,156,0
154,117,70,27,0,71,156,0
73,127,70,27,1,71,682,0
41,148,70,26,0,71,302,0
41,188,70,28,0,70,302,0
41,77,70,28,0,70,302,0
41,83,70,34,0,70,302,0
74,50,70,36,0,70,501,0
130,198,70,28,1,70,385,0
4,136,70,31,1,70,307,0
99,62,70,28,1,70,55,0
124,187,70,30,0,70,118,0
152,127,70,30,0,70,30,0
4,7,70,31,0,70,46,0
82,48,70,30,1,70,706,0
117,103,70,29,0,70,307,0
124,19,70,28,0,71,118,0
136,136,70,29,0,70,656,0
1,48,70,34,0,70,34,0
134,100,70,28,3,70,477,0
124,50,70,27,2,71,653,0
32,39,70,28,1,70,371,0
29,188,70,29,0,70,364,0
145,50,70,30,0,70,706,0
148,39,70,26,0,71,705,0
33,22,70,28,0,70,514,0
33,7,70,31,0,70,384,0
134,104,70,31,2,70,302,0
101,148,70,28,2,70,38,0
59,7,70,28,1,71,485,0
151,57,70,29,0,70,382,0
52,22,70,28,1,71,486,0
59,7,70,30,0,70,675,0
54,188,70,26,2,71,84,0
101,188,70,29,0,70,674,0
52,134,70,27,0,70,203,0
52,188,70,30,2,70,608,0
154,7,70,31,0,70,68,0
124,148,70,28,2,70,189,0
77,62,70,29,2,70,131,0
77,12,70,30,0,70,390,0
77,83,70,27,1,71,388,0
76,188,70,30,1,70,425,0
29,188,70,28,0,70,535,0
154,62,70,28,2,70,307,0
74,228,70,28,0,70,142,0
17,0,70,20,1,70,133,0
17,19,70,28,0,70,367,0
17,101,70,28,1,70,65,0
17,101,70,28,2,70,91,0
117,76,70,28,0,70,439,0
124,101,70,28,1,70,492,0
29,23,70,33,2,70,475,0
4,7,70,31,0,70,43,0
136,101,70,28,0,71,43,0
97,50,70,29,1,70,160,0
39,43,70,29,0,70,263,0
156,7,70,28,2,70,94,0
17,0,70,32,0,70,130,0
17,48,70,20,0,70,367,0
17,101,70,28,0,70,126,0
129,136,70,28,0,70,616,0
77,48,70,31,0,70,470,0
77,50,70,28,1,70,390,0
77,23,70,28,1,70,515,0
77,136,70,30,1,70,706,0
77,23,70,28,1,70,688,0
77,149,70,31,1,70,453,0
4,103,70,32,0,70,153,0
77,52,70,30,1,70,576,0
17,91,70,26,2,71,317,0
29,148,70,25,2,71,250,0
62,188,70,29,0,70,411,0
52,188,70,27,0,71,41,0
29,221,70,28,2,70,363,0
30,148,70,26,0,71,382,0
17,197,70,20,0,70,195,0
17,212,70,24,1,70,147,0
17,189,70,20,0,70,69,0
17,5,70,20,0,70,326,0
17,39,70,20,0,70,72,0
17,77,70,24,0,70,91,0
17,32,70,20,0,70,292,0
17,7,70,20,0,70,292,0
17,136,70,28,0,70,484,0
17,103,70,32,0,70,133,0
17,7,70,28,0,70,367,0
17,7,70,28,0,70,126,0
17,127,70,28,0,70,195,0
17,180,70,24,0,70,367,0
17,50,70,24,0,70,69,0
17,8,70,24,0,70,195,0
17,22,70,24,0,70,126,0
17,22,70,32,0,70,671,0
17,101,70,24,0,70,579,0
17,48,70,32,0,70,671,0
17,48,70,24,0,70,126,0
130,188,70,27,1,70,84,0
127,52,70,30,2,70,35,0
17,188,70,29,0,70,432,0
17,188,70,27,0,70,578,0
74,38,70,30,0,70,404,0
104,22,70,28,0,70,547,0
1,7,70,30,0,70,24,0
52,77,70,30,1,70,143,0
154,32,70,28,1,70,177,0
44,7,70,30,0,70,81,0
156,188,70,31,1,70,425,0
56,22,70,28,0,71,480,0
4,26,70,33,0,70,654,0
4,188,70,30,0,70,665,0
4,7,70,30,0,70,170,0
153,23,70,27,1,71,458,0
21,188,70,26,1,71,432,0
153,76,70,26,0,71,409,0
74,143,70,27,2,71,303,0
4,212,70,31,1,70,161,0
59,7,70,30,1,70,559,0
154,48,70,35,0,70,605,0
6,207,70,26,0,71,557,0
136,22,70,28,0,70,512,0
154,20,70,31,2,70,143,0
17,212,70,29,0,70,145,0
101,115,70,30,2,70,705,0
149,22,70,32,3,70,602,0
52,22,70,30,1,70,384,0
4,79,70,27,0,71,365,0
149,7,70,34,0,70,247,0
149,148,70,27,1,70,389,0
4,101,70,30,0,70,67,0
77,22,70,29,1,70,681,0
4,76,70,27,1,70,184,0
130,50,70,28,1,70,409,0
27,144,70,29,0,70,77,0
120,76,70,27,1,70,232,0
17,188,70,29,0,70,345,0
17,161,70,28,1,70,84,0
52,155,70,26,0,71,55,0
4,149,70,27,0,70,432,0
136,127,70,27,1,71,199,0
134,7,70,30,1,70,302,0
154,101,70,27,3,71,257,0
68,0,70,27,0,71,302,0
74,143,70,28,0,70,420,0
121,38,70,29,0,70,450,0
4,7,70,29,0,71,199,0
136,188,70,31,1,70,657,0
121,22,70,27,2,71,472,0
117,22,70,28,0,70,173,0
17,50,70,32,1,70,450,0
4,22,70,28,0,71,319,0
154,7,70,33,0,70,213,0
158,188,70,27,4,71,697,0
117,188,70,33,1,70,150,0
136,127,70,28,1,70,509,0
39,22,70,27,0,71,338,0
74,91,70,30,1,70,404,0
39,50,70,29,0,70,261,0
123,188,70,28,4,70,81,0
4,7,70,33,1,70,150,0
4,22,70,32,0,70,207,0
4,225,70,27,0,70,153,0
154,149,70,34,1,70,207,0
4,188,70,32,0,70,206,0
4,22,70,30,0,70,67,0
4,22,70,35,1,70,153,0
29,188,70,31,0,70,363,0
4,48,70,31,0,71,151,0
26,157,70,28,1,70,185,0
26,188,70,29,0,70,33,0
26,206,70,27,0,70,307,0
26,103,70,28,1,71,664,0
29,22,70,27,0,71,85,0
4,22,70,28,0,71,207,0
29,22,70,31,1,70,212,0
29,127,70,34,1,70,364,0
29,188,70,31,0,70,213,0
29,148,70,31,0,70,66,0
26,7,70,37,1,70,664,0
29,7,70,30,0,70,211,0
29,7,70,30,1,70,374,0
29,7,70,31,0,70,364,0
29,7,70,35,0,70,200,0
128,101,70,28,1,71,392,0
29,84,70,28,2,70,439,0
52,22,70,28,1,70,219,0
127,137,70,26,1,71,29,0
52,48,70,31,0,70,384,0
153,7,70,28,0,70,456,0
62,70,70,26,1,71,648,0
56,148,70,26,0,71,4,0
123,206,70,26,1,71,506,0
56,19,70,30,1,70,252,0
56,225,70,27,0,70,0,0
82,62,70,31,2,70,371,0
15,76,70,30,0,70,302,0
136,76,70,29,0,70,238,0
17,101,70,30,0,70,597,0
18,149,70,28,1,70,302,0
59,188,70,28,1,70,93,0
133,7,70,29,2,70,352,0
136,22,70,32,0,70,199,0
56,136,70,26,0,71,293,0
127,76,70,31,1,70,29,0
130,225,70,27,7,70,199,0
74,22,70,31,1,70,187,0
77,81,70,30,1,70,131,0
97,110,70,28,1,71,507,0
132,226,70,31,0,70,394,0
29,7,70,34,0,70,363,0
1,188,70,30,0,70,684,0
74,43,70,29,1,70,673,0
104,0,70,27,0,71,480,0
127,149,70,30,0,70,37,0
52,19,70,32,1,70,143,0
52,50,70,31,0,70,16,0
56,176,70,31,0,70,4,0
56,48,70,27,0,71,676,0
120,39,70,29,0,70,707,0
120,22,70,28,2,70,700,0
136,48,70,33,1,70,111,0
56,50,70,30,0,70,563,0
140,144,70,30,0,70,574,0
33,7,70,29,1,70,369,0
153,188,70,29,1,70,476,0
82,7,70,32,1,70,372,0
19,103,70,27,0,70,624,0
112,7,70,28,0,71,445,0
82,83,70,30,1,70,500,0
17,22,70,29,0,70,202,0
140,188,70,27,3,71,4,0
56,188,70,27,0,71,387,0
26,7,70,29,1,70,68,0
134,188,70,32,0,70,302,0
129,221,70,27,2,71,270,0
16,143,70,30,1,70,587,0
4,210,70,29,1,70,418,0
140,188,70,28,1,70,428,0
134,7,70,30,2,70,385,0
68,188,70,28,0,70,381,0
17,204,70,28,0,70,503,0
136,127,70,27,0,71,657,0
121,50,70,30,0,70,432,0
143,221,70,33,2,70,461,0
74,103,70,27,0,71,191,0
75,7,70,29,1,71,118,0
121,7,70,27,0,71,615,0
132,9,70,29,0,70,235,0
37,22,70,28,1,71,554,0
129,7,70,29,2,71,515,0
44,7,70,28,0,71,508,0
41,7,70,35,0,70,446,0
110,190,70,27,3,71,518,0
52,7,70,33,0,70,230,0
56,19,70,29,0,70,563,0
39,8,70,27,4,70,393,0
134,48,70,30,2,70,302,0
4,7,70,31,3,70,575,0
17,188,70,28,1,70,264,0
44,70,70,27,0,71,693,0
52,188,70,31,0,70,60,0
74,199,70,29,0,70,493,0
36,8,70,30,0,70,371,0
120,136,70,28,2,70,411,0
5,48,70,28,0,71,436,0
112,148,70,27,0,70,445,0
17,197,70,28,0,70,457,0
33,7,70,29,0,70,398,0
82,206,70,28,0,70,448,0
38,79,70,28,2,70,304,0
74,22,70,28,1,71,420,0
136,212,70,27,0,71,518,0
123,148,70,27,1,70,348,0
156,6,70,29,0,70,364,0
52,212,70,27,2,71,275,0
6,210,70,29,0,70,559,0
136,39,70,27,0,71,274,0
153,48,70,30,2,71,396,0
153,188,70,27,3,71,336,0
17,188,70,28,1,70,31,0
82,8,70,32,0,70,128,0
56,156,70,28,1,70,5,0
5,137,70,27,0,70,459,0
122,115,70,28,0,70,352,0
4,62,70,32,0,70,67,0
136,22,70,29,0,71,111,0
136,188,70,28,1,70,138,0
68,7,70,28,2,70,617,0
68,50,70,31,1,70,302,0
74,62,70,27,0,71,94,0
136,207,70,31,0,70,238,0
38,227,70,28,1,70,354,0
17,231,70,27,0,70,260,0
74,188,70,29,2,70,229,0
120,225,70,27,0,70,313,0
44,101,70,28,2,70,465,0
123,180,70,27,3,71,304,0
149,28,70,28,2,70,283,0
27,103,70,31,2,70,328,0
44,5,70,28,2,70,629,0
17,197,70,32,2,70,576,0
104,103,70,28,0,71,254,0
121,187,70,31,0,70,578,0
44,84,70,28,1,70,97,0
141,7,70,28,0,71,19,0
120,148,70,33,1,70,272,0
120,22,70,28,0,70,499,0
52,48,70,29,0,70,340,0
136,148,70,31,0,70,657,0
97,103,70,30,2,70,327,0
97,225,70,29,1,70,177,0
149,22,70,27,1,70,42,0
59,48,70,28,0,70,682,0
104,52,70,28,1,71,629,0
136,189,70,29,0,70,114,0
56,7,70,29,0,70,0,0
134,22,70,29,2,70,93,0
121,7,70,32,0,70,115,0
44,15,70,26,0,71,594,0
117,34,70,31,0,70,106,0
56,7,70,28,0,71,272,0
5,103,70,28,2,71,631,0
97,101,70,30,3,70,327,0
153,22,70,30,3,70,396,0
32,101,70,30,0,70,675,0
158,188,70,28,0,70,440,0
140,153,70,28,3,70,338,0
4,62,70,34,0,70,150,0
4,207,70,28,4,70,10,0
148,7,70,30,2,70,391,0
141,55,70,30,1,70,220,0
42,22,70,28,0,70,697,0
33,9,70,29,0,70,566,0
136,7,70,31,1,70,509,0
121,101,70,30,1,70,305,0
74,48,70,30,0,71,573,0
56,38,70,29,0,70,252,0
129,22,70,29,1,70,616,0
44,7,70,29,1,71,629,0
117,9,70,33,0,70,198,0
52,143,70,32,0,70,402,0
136,136,70,28,1,70,515,0
160,198,70,30,0,70,378,0
149,103,70,32,1,70,48,0
123,188,70,29,1,70,423,0
44,180,70,29,0,70,97,0
120,23,70,29,0,70,676,0
136,22,70,28,0,71,199,0
140,7,70,31,2,70,22,0
74,52,70,29,2,70,488,0
89,148,70,29,1,70,411,0
4,7,70,31,0,70,319,0
104,115,70,30,1,70,584,0
4,7,70,35,1,70,540,0
121,22,70,31,1,70,78,0
129,70,70,30,1,70,225,0
112,188,70,28,3,70,468,0
4,95,70,30,3,70,540,0
33,62,70,31,0,70,220,0
52,228,70,28,1,70,624,0
56,48,70,30,0,70,242,0
44,50,70,29,1,70,216,0
75,50,70,30,12,70,436,0
121,7,70,29,0,71,305,0
55,7,70,33,3,70,574,0
56,127,70,30,0,70,339,0
56,7,70,28,1,71,566,0
44,39,70,34,1,70,9,0
109,22,70,29,3,70,84,0
44,22,70,28,0,70,81,0
5,101,70,29,0,70,635,0
136,107,70,31,0,70,515,0
97,136,70,30,0,70,148,0
140,48,70,29,2,71,622,0
147,19,70,31,0,70,31,0
44,188,70,27,1,71,595,0
56,22,70,29,2,70,5,0
42,179,70,32,2,70,57,0
17,222,70,29,1,70,576,0
136,188,70,29,0,70,509,0
56,148,70,29,0,70,554,0
4,7,70,30,1,70,215,0
4,38,70,29,1,70,673,0
153,101,70,33,2,70,617,0
136,22,70,33,1,70,518,0
6,22,70,29,0,70,497,0
130,188,70,30,1,70,16,0
52,136,70,30,0,70,614,0
128,115,70,30,0,70,451,0
17,7,70,30,1,70,41,0
120,7,70,29,3,70,561,0
4,137,70,34,2,70,73,0
74,48,70,29,2,70,488,0
56,221,70,30,0,70,347,0
149,137,70,30,0,70,710,0
4,101,70,32,1,70,319,0
136,148,70,30,0,70,228,0
128,88,70,30,0,70,101,0
52,101,70,33,0,70,623,0
74,187,70,32,1,70,488,0
136,101,70,35,0,70,8,0
136,7,70,33,1,70,510,0
75,22,70,35,0,70,455,0
44,55,70,32,0,70,437,0
104,39,70,34,0,70,9,0
102,7,70,32,0,70,672,0
112,206,70,30,0,70,397,0
151,189,70,31,0,70,391,0
112,22,70,30,1,70,541,0
104,189,70,31,0,70,251,0
84,48,70,34,2,70,51,0
111,148,70,33,1,70,23,0
153,48,70,34,0,70,139,0
136,48,70,32,1,70,657,0
153,8,70,35,0,70,508,0
136,48,70,36,0,70,553,0
44,22,70,31,0,70,437,0
44,23,70,29,0,70,57,0
112,7,70,31,0,70,541,0
11,103,70,32,0,70,304,0
153,50,70,30,1,70,504,0
128,188,70,30,2,70,595,0
74,227,70,31,2,70,193,0
140,70,70,32,1,70,344,0
136,22,70,30,0,70,509,0
44,22,70,28,0,70,465,0
52,231,70,32,4,70,651,0
69,188,70,30,2,70,15,0
4,22,70,33,4,70,169,0
52,207,70,31,0,70,658,0
6,7,70,31,0,70,398,0
56,7,70,33,0,70,252,0
104,48,70,31,0,70,633,0
31,22,70,31,0,70,624,0
148,7,70,33,1,70,465,0
129,23,70,29,3,70,460,0
123,22,70,32,0,70,392,0
76,7,70,35,0,70,387,0
56,48,70,32,0,70,252,0
27,50,70,31,1,70,328,0
5,187,70,31,1,70,436,0
5,48,70,31,1,70,453,0
27,48,70,31,0,70,591,0
123,22,70,33,0,70,440,0
77,0,70,39,2,70,390,0
44,7,70,32,1,70,354,0
149,22,70,32,0,70,42,0
